algorithm,instance,bks,best_reward,mean_reward,best_gap,mean_gap,mean_runtime,mean_iterations,dataset,protocol
on,p4.3.s,1295.0,1290.0,1277.25,0.3861003861003861,1.3706563706563706,7.021988600000441,2434.25,Chao,time
on,p4.3.t,1305.0,1299.0,1294.5,0.45977011494252873,0.8045977011494253,6.190648825000608,2597.25,Chao,time
on,p4.4.e,183.0,183.0,183.0,0.0,0.0,1.5317578500003037,2050.25,Chao,time
on,p4.4.f,324.0,324.0,324.0,0.0,0.0,2.804529449999791,2258.0,Chao,time
on,p4.4.g,461.0,461.0,461.0,0.0,0.0,3.94676787500066,2387.5,Chao,time
on,p4.4.h,571.0,571.0,557.25,0.0,2.408056042031524,4.900169799999276,2394.5,Chao,time
on,p4.4.i,657.0,657.0,643.25,0.0,2.0928462709284625,5.633005850000245,2378.75,Chao,time
on,p4.4.j,732.0,732.0,728.0,0.0,0.546448087431694,6.505169750000732,2546.25,Chao,time
on,p4.4.k,821.0,821.0,820.25,0.0,0.09135200974421437,7.8603116000003865,2454.75,Chao,time
on,p4.4.l,880.0,879.0,867.75,0.11363636363636363,1.3920454545454546,8.085862725000425,2487.25,Chao,time
on,p4.4.m,919.0,914.0,909.25,0.544069640914037,1.060935799782372,8.74410910000006,2524.0,Chao,time
on,p4.4.n,976.0,972.0,958.75,0.4098360655737705,1.7674180327868851,9.226769349999813,2453.0,Chao,time
on,p4.4.o,1061.0,1061.0,1028.75,0.0,3.039585296889727,8.450520950000282,2400.75,Chao,time
on,p4.4.p,1124.0,1124.0,1094.5,0.0,2.6245551601423487,8.859262224999384,2477.25,Chao,time
on,p4.4.q,1161.0,1161.0,1139.0,0.0,1.8949181739879415,7.809758299999885,2398.75,Chao,time
on,p4.4.r,1216.0,1203.0,1191.75,1.069078947368421,1.9942434210526316,7.601680700000543,2441.5,Chao,time
on,p4.4.s,1260.0,1246.0,1228.5,1.1111111111111112,2.5,7.005867349999789,2303.75,Chao,time
on,p4.4.t,1285.0,1272.0,1265.25,1.0116731517509727,1.5369649805447472,6.627866850000373,2430.0,Chao,time
